1	long
4	short
6	long
7	long
8	long
9	long
10	long
11	long
13	long
14	long
16	short
18	long
19	long
20	short
22	long
23	long
24	short
25	long
27	short
28	short
29	long
32	long
33	long
34	short
35	long
36	long
37	long
38	long
39	long
